,Year-Month,Close(Average),Avg Monthly Returns,Log-Data
89,2023-08,178.9007097327191,-5.805124073416012,5.186830957710376
90,2023-09,174.95213012695314,-2.207134679155387,5.164512394372345
91,2023-10,172.64529835094106,-1.3185502653429435,5.151239191208846
92,2023-11,183.89057123093377,6.513512379082642,5.214340859120952
93,2023-12,192.31068420410156,4.5788715086395815,5.259112211135061
94,2024-01,185.79415820893783,-3.3885407990372873,5.224639384598786
95,2024-02,183.0378631591797,-1.483520836354013,5.209693033949227
96,2024-03,171.1389907836914,-6.500771026342445,5.142476037950734
97,2024-04,168.07492065429688,-1.790398620070932,5.124409836269889
98,2024-05,184.77942449396303,9.938724810719757,5.21916281369052
99,2024-06,204.6801629317434,10.769996980064487,5.321448579968153
100,2024-07,222.87491885098544,8.889359700827292,5.4066107120822195
101,2024-08,220.1137563532049,-1.2388843536165872,5.394144487048243
102,2024-09,222.29774551391603,0.992209299816138,5.404017679280919
103,2024-10,228.55473526664403,2.8146888031918005,5.431775723297072
104,2024-11,226.51166839599608,-0.8939070408077066,5.422796459693293
105,2024-12,247.96827988397507,9.472629661827291,5.513300834290958
106,2025-01,233.31248397827147,-5.910351079001341,5.452378688004118
107,2025-02,237.41222823293583,1.7571902646436044,5.469797989833591
108,2025-03,221.7364385695685,-6.602772645723675,5.401489462925281
109,2025-04,200.3107721237909,-9.662672758701952,5.299870021174714
110,2025-05,203.24083528064543,1.4627586553576544,5.314391656541163
111,2025-06,200.04823532104493,-1.57084571867262,5.298558514074859
112,2025-07,210.6399154663086,5.294563147865694,5.350150113869651
113,2025-08,224.15128072102863,6.414437275484541,5.412321184263593
114,2025-09,242.02488417852493,7.973902000471367,5.489040548054321
115,2025-10,257.80383765179175,6.5195583201385965,5.552198976553295
116,2025-11,271.33374184056333,5.248139171243071,5.603349582888199
117,2025-12,276.0480582497337,1.7374604342207167,5.6205749746525475
118,2026-01,257.40863647460935,-6.752237959327257,5.550664847336556
119,2026-02,269.1110133120888,4.546225409431348,5.595123983361723
120,2026-03,261.3499973842076,-2.8839458602464285,5.56586049515016
